Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
122,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-052,1994,21.0,0.10,0.00,0.00,0.62,0.43,0.00,0.05,0.67,0.48,0.00,0.10,0.00,9.57,3.43,1.67,67.3,Matches
123,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-231,1993,17.8,0.00,0.06,0.00,1.40,0.73,0.11,4.66,0.51,1.52,0.00,0.00,0.00,9.72,3.03,1.07,74.0,Matches
124,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-243,1991,4.1,0.24,0.00,0.00,0.98,0.49,0.24,0.00,0.00,0.24,0.00,0.00,0.00,11.5,3.90,1.71,69.6,Matches
125,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-058,1997,6.3,0.32,0.00,0.00,0.79,0.79,0.00,0.00,0.79,1.11,0.00,0.00,0.00,7.14,1.11,0.63,63.6,Matches
126,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-266,1998,11.5,0.35,0.00,0.00,2.43,2.78,0.26,0.78,0.78,1.65,0.00,0.00,0.00,8.52,0.87,2.43,26.3,Matches
127,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-051,1992,11.7,0.34,0.09,0.09,1.54,0.85,0.00,1.79,1.11,0.43,0.00,0.09,0.00,8.21,4.10,1.79,69.6,Matches
128,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-079,1997,14.2,0.21,0.07,0.07,1.06,1.41,0.00,0.07,0.85,0.92,0.00,0.00,0.00,8.59,3.03,2.04,59.7,Matches
129,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-066,1993,23.7,0.25,0.00,0.00,0.84,0.51,0.00,0.38,1.18,1.48,0.00,0.00,0.00,11.2,1.35,0.97,58.2,Matches
130,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-052,1989,2.0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-163,1991,2.9,0.00,0.00,0.00,1.03,0.69,0.00,0.00,1.03,0.34,0.00,0.00,0.00,8.28,2.76,3.45,44.4,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-107,1991,24.0,0.17,0.04,0.00,0.71,0.67,0.04,0.04,0.79,0.71,0.00,0.00,0.04,12.7,2.17,1.29,62.7,Matches
133,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-140,1997,2.0,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,20.0,3.50,0.00,100.0,Matches
134,Ederson\Ederson,br BRA,GK,Manchester City,27-203,1993,27.0,0.07,0.00,0.00,0.04,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.37,0.00,0.00,,Matches
135,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-019,1998,1.3,0.00,0.00,0.00,0.77,0.77,0.00,0.77,0.77,0.00,0.00,0.00,0.00,6.92,0.00,0.00,,Matches
136,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-139,1992,21.1,0.28,0.05,0.00,1.28,0.43,0.00,0.05,1.18,1.04,0.00,0.00,0.00,9.95,2.84,1.94,59.4,Matches
137,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-180,1987,5.8,0.34,0.00,0.00,0.86,0.34,0.00,3.97,2.59,1.03,0.00,0.00,0.00,12.1,2.07,0.69,75.0,Matches
138,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-240,1992,11.9,0.17,0.00,0.00,0.42,0.59,0.00,0.17,1.09,0.59,0.00,0.00,0.00,9.50,0.25,0.76,25.0,Matches
139,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-064,1988,21.5,0.33,0.00,0.00,0.65,0.47,0.00,0.05,1.35,0.42,0.00,0.00,0.05,13.7,3.21,1.26,71.9,Matches
140,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-252,1998,21.0,0.10,0.00,0.00,0.62,2.48,0.05,1.14,0.71,0.67,0.00,0.00,0.00,7.57,0.43,1.14,27.3,Matches
141,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-324,1985,24.0,0.08,0.00,0.00,0.04,0.08,0.00,0.00,0.00,0.00,0.00,0.04,0.00,4.67,0.00,0.00,,Matches
142,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-136,1993,18.5,0.27,0.00,0.00,0.81,0.81,0.00,0.05,1.41,1.78,0.05,0.11,0.00,12.0,2.38,1.78,57.1,Matches
143,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-181,1994,26.4,0.19,0.00,0.00,1.36,1.52,0.11,2.54,0.53,1.29,0.00,0.04,0.00,6.97,0.34,1.36,20.0,Matches
144,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-015,1989,15.3,0.13,0.00,0.00,0.72,0.72,0.00,0.59,0.39,0.92,0.00,0.07,0.07,8.10,1.70,1.31,56.5,Matches
145,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-308,1985,7.8,0.26,0.00,0.00,1.28,0.77,0.00,0.51,1.79,1.79,0.00,0.00,0.00,10.5,2.18,1.15,65.4,Matches
146,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-304,1998,0.7,0.00,0.00,0.00,2.86,1.43,0.00,0.00,0.00,10.0,0.00,0.00,0.00,17.1,1.43,2.86,33.3,Matches
147,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-157,1991,23.8,0.04,0.00,0.00,0.80,0.59,0.08,0.97,0.38,0.76,0.00,0.00,0.00,6.13,0.92,2.77,25.0,Matches
148,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-196,1991,18.6,0.16,0.00,0.00,1.08,0.97,0.05,1.13,1.45,1.02,0.00,0.00,0.00,8.49,0.43,0.86,33.3,Matches
149,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-284,2000,13.9,0.00,0.00,0.00,0.72,1.73,0.14,2.23,0.79,0.94,0.00,0.00,0.00,5.25,0.86,1.65,34.3,Matches
150,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-081,2000,16.7,0.30,0.00,0.00,1.32,0.90,0.06,0.00,1.74,1.44,0.06,0.00,0.00,11.4,3.29,2.28,59.1,Matches
151,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-014,1996,19.0,0.16,0.00,0.00,1.00,0.68,0.16,1.05,0.89,0.74,0.00,0.00,0.00,7.42,0.63,1.05,37.5,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-356,1988,3.0,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,,Matches
153,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-065,1998,0.9,1.11,0.00,0.00,1.11,0.00,1.11,5.56,1.11,1.11,0.00,0.00,0.00,12.2,1.11,0.00,100.0,Matches
154,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-012,1994,8.4,0.24,0.12,0.12,0.60,1.90,0.00,5.36,0.12,0.12,0.12,0.00,0.00,5.36,0.60,2.50,19.2,Matches
155,Fred\Fred,br BRA,MF,Manchester Utd,28-003,1993,19.4,0.21,0.00,0.00,1.75,1.08,0.00,0.36,2.01,2.01,0.00,0.00,0.00,11.1,0.31,0.67,31.6,Matches
156,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-149,1992,4.9,0.41,0.00,0.00,1.84,1.22,0.20,3.47,0.82,1.02,0.00,0.00,0.00,10.2,1.43,1.84,43.8,Matches
157,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-335,1986,7.8,0.51,0.00,0.00,1.79,0.64,0.00,1.03,1.54,1.15,0.00,0.13,0.00,10.3,3.08,1.79,63.2,Matches
158,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-128,1995,22.6,0.13,0.00,0.00,0.84,1.06,0.09,2.17,0.84,0.40,0.00,0.04,0.04,6.33,3.85,2.43,61.3,Matches
159,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-030,2000,20.9,0.38,0.00,0.00,1.48,2.15,0.00,1.00,1.20,2.01,0.00,0.00,0.00,10.0,0.91,1.48,38.0,Matches
160,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-058,2001,2.2,0.00,0.00,0.00,1.36,0.91,0.00,0.00,1.36,0.91,0.00,0.45,0.00,10.9,0.91,2.73,25.0,Matches
161,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-142,1990,2.3,0.00,0.00,0.00,0.43,1.74,0.87,0.43,0.43,0.87,0.00,0.00,0.00,6.52,1.30,3.48,27.3,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-121,1990,23.5,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,0.00,0.00,,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-309,1995,9.0,0.11,0.00,0.00,1.00,1.67,0.22,4.56,0.22,0.67,0.00,0.00,0.00,4.00,1.89,3.00,38.6,Matches
164,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-163,1989,9.0,0.11,0.11,0.00,0.78,0.22,0.00,1.22,1.44,0.67,0.00,0.00,0.00,9.22,1.11,1.33,45.5,Matches
165,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-040,2000,1.1,0.00,0.00,0.00,0.91,1.82,0.00,0.91,1.82,0.91,0.00,0.00,0.00,6.36,0.00,0.00,,Matches
166,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-270,2001,0.4,0.00,0.00,0.00,0.00,5.00,0.00,2.50,2.50,2.50,0.00,0.00,0.00,12.5,2.50,0.00,100.0,Matches
167,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-159,1986,7.9,0.13,0.00,0.00,1.90,0.76,0.63,0.38,0.51,0.51,0.00,0.00,0.00,3.80,2.15,3.67,37.0,Matches
168,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-052,1998,18.7,0.21,0.00,0.00,0.43,0.59,0.16,0.27,1.50,0.86,0.00,0.05,0.00,8.18,2.41,1.12,68.2,Matches
169,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-221,1993,13.3,0.23,0.00,0.00,2.18,0.83,0.15,0.98,0.98,2.11,0.00,0.08,0.00,10.6,1.35,1.13,54.5,Matches
170,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-289,1997,6.6,0.00,0.00,0.00,0.91,0.91,0.00,0.00,0.76,0.30,0.00,0.15,0.00,16.2,3.94,3.48,53.1,Matches
171,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-012,2001,1.0,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,9.00,1.00,2.00,33.3,Matches
172,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-171,1997,12.1,0.08,0.00,0.00,0.74,0.99,0.58,0.74,0.83,0.25,0.00,0.00,0.00,4.13,0.99,4.96,16.7,Matches
173,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-253,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
174,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-179,1995,22.0,0.27,0.00,0.00,1.77,4.50,0.32,2.50,0.50,0.68,0.09,0.00,0.00,8.27,1.09,1.64,40.0,Matches
175,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-158,2001,13.4,0.07,0.00,0.00,0.67,0.82,0.15,1.42,0.52,0.82,0.00,0.00,0.00,5.07,0.22,0.82,21.4,Matches
176,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-266,1991,16.9,0.06,0.00,0.00,0.83,0.65,0.18,3.85,0.89,1.12,0.06,0.00,0.00,7.75,0.71,1.66,30.0,Matches
177,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-273,1988,1.6,0.00,0.00,0.00,0.63,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,8.75,0.00,0.63,0.0,Matches
178,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-057,1987,28.0,0.07,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.25,0.00,0.04,0.0,Matches
179,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-135,1990,18.3,0.00,0.00,0.00,0.38,0.98,0.05,0.71,0.77,0.77,0.05,0.00,0.00,7.43,0.55,0.71,43.5,Matches
180,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-353,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.0,Matches
181,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-259,1994,10.4,0.00,0.00,0.00,2.31,1.44,1.06,0.38,0.48,0.38,0.00,0.00,0.00,3.46,5.87,7.50,43.9,Matches
182,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-000,2000,0.4,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,15.0,0.00,0.00,,Matches
183,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-108,1996,21.7,0.09,0.00,0.00,0.83,0.78,0.37,3.27,0.78,1.15,0.00,0.00,0.00,6.96,1.15,1.47,43.9,Matches
184,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-235,1995,4.0,0.25,0.00,0.00,0.50,0.25,0.00,0.50,0.75,1.00,0.00,0.00,0.00,12.3,8.25,2.25,78.6,Matches
185,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-270,1999,11.0,0.18,0.00,0.00,1.73,1.00,0.18,1.00,0.64,0.82,0.09,0.00,0.00,6.91,1.36,2.18,38.5,Matches
186,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-351,1995,20.1,0.40,0.00,0.00,1.89,0.80,0.05,0.55,1.84,1.34,0.00,0.00,0.00,10.6,2.49,1.79,58.1,Matches
187,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-232,1992,2.9,0.69,0.00,0.00,1.72,1.03,0.00,0.00,0.00,1.72,0.00,0.00,0.00,8.62,1.72,1.03,62.5,Matches
188,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-042,1991,1.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.0,8.00,3.00,72.7,Matches
189,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-361,1997,4.5,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89,0.00,0.00,,Matches
190,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-264,1990,18.9,0.00,0.00,0.00,0.42,0.63,0.00,0.74,1.32,0.48,0.00,0.00,0.00,12.8,0.74,0.32,70.0,Matches
191,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-036,1992,15.1,0.20,0.07,0.07,0.99,0.73,0.20,0.26,0.79,0.26,0.00,0.00,0.00,8.81,0.99,1.92,34.1,Matches
192,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-331,1985,3.8,0.26,0.00,0.00,0.26,1.32,0.00,2.11,1.05,0.53,0.00,0.00,0.00,9.74,0.00,0.79,0.0,Matches
193,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-243,1992,25.9,0.00,0.00,0.00,0.35,1.51,0.46,1.47,0.73,0.27,0.00,0.00,0.00,4.48,0.85,2.01,29.7,Matches
194,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-049,2002,4.4,0.23,0.00,0.00,0.91,0.68,0.23,1.82,1.82,1.82,0.00,0.00,0.00,8.41,1.14,1.82,38.5,Matches
195,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-169,1995,20.4,0.10,0.00,0.00,0.78,0.25,0.00,0.05,0.64,0.69,0.00,0.00,0.05,9.31,2.40,2.25,51.6,Matches
196,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-137,1996,15.8,0.32,0.00,0.00,1.08,1.46,0.06,1.33,1.90,1.77,0.00,0.00,0.00,9.24,1.65,0.89,65.0,Matches
197,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-034,1991,2.5,0.00,0.00,0.00,0.40,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00,4.80,1.20,0.00,100.0,Matches
198,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-121,2000,9.1,0.00,0.00,0.00,0.66,0.66,0.11,3.96,0.66,1.21,0.00,0.00,0.00,5.60,0.33,0.99,25.0,Matches
199,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-080,2000,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,17.5,0.00,0.00,,Matches
200,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-215,1995,27.0,0.22,0.00,0.00,1.74,1.59,0.00,0.26,1.07,2.33,0.00,0.04,0.00,11.6,1.37,1.15,54.4,Matches
201,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-265,1989,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.0,Matches
202,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-156,1996,7.1,0.00,0.00,0.00,2.54,0.70,0.85,0.28,0.00,0.28,0.00,0.00,0.00,4.08,0.14,3.10,4.3,Matches
203,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-228,1992,18.7,0.05,0.00,0.00,0.80,0.75,0.91,0.96,0.32,0.59,0.00,0.05,0.00,4.49,0.80,2.35,25.4,Matches
204,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-014,1984,8.4,0.24,0.00,0.00,1.31,0.48,0.12,0.00,0.36,0.60,0.00,0.00,0.00,9.88,2.26,1.55,59.4,Matches
205,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-309,1996,13.1,0.00,0.00,0.00,0.76,0.92,0.00,3.44,1.07,1.22,0.00,0.00,0.00,6.87,0.31,0.38,44.4,Matches
206,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-203,1982,4.8,0.21,0.21,0.00,1.46,0.21,0.00,0.21,1.46,0.83,0.00,0.00,0.00,8.13,3.13,1.88,62.5,Matches
207,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-209,1993,2.9,0.69,0.00,0.00,1.03,0.34,0.00,3.79,0.69,0.69,0.00,0.00,0.00,6.90,0.69,4.14,14.3,Matches
208,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-118,1997,7.1,0.28,0.00,0.00,1.41,1.13,0.42,1.83,1.13,0.85,0.00,0.00,0.00,5.92,0.70,0.99,41.7,Matches
209,Reece James\Reece-James,eng ENG,DF,Chelsea,21-090,1999,17.9,0.17,0.00,0.00,1.28,0.61,0.06,4.41,1.51,1.40,0.00,0.06,0.00,8.55,1.56,0.84,65.1,Matches
210,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-073,2001,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
211,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-339,1997,15.5,0.06,0.00,0.00,1.29,1.94,0.84,0.26,0.71,0.52,0.00,0.06,0.00,4.39,0.65,2.58,20.0,Matches
212,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-307,1991,9.1,0.00,0.00,0.00,0.99,1.87,0.44,0.33,0.66,0.44,0.00,0.00,0.11,4.95,1.87,2.09,47.2,Matches
213,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-206,1996,15.1,0.20,0.00,0.00,1.06,1.59,0.26,0.53,0.79,1.13,0.00,0.00,0.00,6.69,4.77,5.36,47.1,Matches
214,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-043,2000,3.6,0.28,0.00,0.00,1.11,0.83,0.00,2.22,1.94,0.28,0.00,0.00,0.00,6.39,0.56,1.11,33.3,Matches
215,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-348,1993,27.0,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.00,0.00,,Matches
216,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,20-037,2001,12.1,0.17,0.00,0.00,1.40,0.99,0.00,0.58,1.32,1.24,0.00,0.00,0.00,8.84,0.99,1.65,37.5,Matches
217,Jorginho\Jorginho,it ITA,MF,Chelsea,29-078,1991,14.0,0.00,0.00,0.00,1.64,1.36,0.00,0.00,1.86,1.79,0.00,0.00,0.00,10.8,0.71,0.93,43.5,Matches
218,Willian José\Willian-Jose,br BRA,FW,Wolves,29-105,1991,6.6,0.00,0.00,0.00,1.21,0.91,0.15,0.30,0.30,0.00,0.15,0.00,0.00,5.45,1.82,2.12,46.2,Matches
219,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-094,1996,6.9,0.14,0.00,0.00,1.74,1.45,0.00,1.16,0.58,0.43,0.00,0.00,0.00,6.52,0.43,3.19,12.0,Matches
220,James Justin\James-Justin,eng ENG,DF,Leicester City,23-013,1998,23.0,0.17,0.00,0.00,0.70,1.70,0.13,2.17,1.04,1.22,0.09,0.00,0.00,8.87,1.04,2.00,34.3,Matches
221,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Liverpool,20-348,2000,4.0,0.50,0.00,0.00,1.50,0.25,0.00,0.00,0.25,0.75,0.00,0.00,0.00,12.3,4.00,2.75,59.3,Matches
222,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,26-001,1995,3.5,0.29,0.29,0.00,2.57,0.86,0.00,3.43,0.57,0.57,0.00,0.29,0.00,7.14,2.29,2.00,53.3,Matches
223,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-223,1993,24.3,0.04,0.00,0.00,0.99,1.93,0.21,0.86,0.45,0.33,0.04,0.00,0.00,4.90,2.72,3.70,42.3,Matches
224,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-344,1991,20.0,0.30,0.00,0.00,1.65,0.30,0.00,0.35,2.65,2.35,0.00,0.00,0.00,12.2,0.80,1.40,36.4,Matches
225,Moise Kean\Moise-Kean,it ITA,FW,Everton,21-008,2000,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
226,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-056,1993,23.2,0.13,0.00,0.00,0.39,0.26,0.00,0.00,1.03,0.52,0.00,0.00,0.00,8.02,3.41,0.99,77.5,Matches
227,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-363,1992,1.3,0.00,0.00,0.00,2.31,0.77,0.77,3.08,0.00,0.77,0.00,0.00,0.00,5.38,0.00,0.77,0.0,Matches
228,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,26-026,1995,5.5,0.18,0.00,0.00,2.36,0.36,0.00,0.73,2.00,0.91,0.00,0.00,0.00,10.2,0.73,1.27,36.4,Matches
229,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-105,1998,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,,Matches
230,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-358,1997,0.9,0.00,0.00,0.00,0.00,0.00,1.11,3.33,1.11,0.00,0.00,0.00,0.00,8.89,0.00,0.00,,Matches
231,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-247,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches
232,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-289,1997,12.5,0.24,0.00,0.00,1.36,0.32,0.08,0.00,1.04,1.44,0.00,0.08,0.00,6.96,1.60,0.96,62.5,Matches
233,Joshua King\Joshua-King,no NOR,MFFW,Everton,29-052,1992,0.9,0.00,0.00,0.00,0.00,1.11,2.22,1.11,0.00,1.11,0.00,0.00,0.00,7.78,2.22,3.33,40.0,Matches
234,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-268,1990,22.5,0.27,0.00,0.00,1.82,0.80,0.13,1.38,0.58,1.60,0.00,0.04,0.00,10.3,0.71,0.71,50.0,Matches
235,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-234,1996,10.1,0.00,0.00,0.00,1.39,0.50,0.00,0.10,0.69,1.29,0.00,0.20,0.00,13.9,3.27,2.08,61.1,Matches
236,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-261,1993,1.0,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.0,1.00,1.00,50.0,Matches
237,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-136,1997,23.5,0.09,0.00,0.00,0.47,1.70,0.04,0.04,0.47,0.55,0.00,0.00,0.00,8.89,2.64,1.87,58.5,Matches
238,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-077,1989,24.7,0.00,0.00,0.00,0.85,0.36,0.00,0.08,0.89,1.05,0.00,0.00,0.00,9.68,3.00,1.42,67.9,Matches
239,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-306,1994,16.0,0.13,0.00,0.00,0.75,1.69,0.00,0.38,1.13,1.63,0.00,0.00,0.00,7.38,0.44,0.63,41.2,Matches
240,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-218,1994,8.7,0.23,0.00,0.00,0.46,1.03,0.11,0.92,1.38,1.61,0.00,0.00,0.00,7.70,1.84,1.72,51.6,Matches
241,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-191,1995,6.1,0.00,0.00,0.00,0.98,1.97,0.00,0.82,0.33,1.64,0.00,0.00,0.00,11.5,1.31,2.13,38.1,Matches
242,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-284,1991,16.0,0.13,0.00,0.00,1.81,2.44,0.56,0.19,0.69,0.88,0.00,0.00,0.00,4.56,1.56,2.88,35.2,Matches
